feature,xgb_importance,shap_importance,combined_score,target_corr,removed_collinear,selected,selection_reason
Europe_YoY_ma3,,,,0.24363794986993365,True,False,다중공선성 제거 ('Europe_YoY'와 corr=0.954)
Europe_YoY_ma6,,,,0.06973942345623253,True,False,다중공선성 제거 ('Worldwide_YoY_ma6'와 corr=0.920)
Europe_YoY_ma12,,,,0.21582998930449,True,False,다중공선성 제거 ('Europe_YoY_lag6'와 corr=0.930)
Europe_YoY_momentum_3_12,,,,0.2710227015920299,True,False,다중공선성 제거 ('Worldwide_YoY_momentum_3_12'와 corr=0.914)
Japan_YoY_ma3,,,,0.28415210903751986,True,False,다중공선성 제거 ('Japan_YoY'와 corr=0.958)
Japan_YoY_ma12,,,,0.13288158314224688,True,False,다중공선성 제거 ('Japan_YoY_lag6'와 corr=0.932)
Asia_Pacific_YoY_lag12,,,,0.3602910383716808,True,False,다중공선성 제거 ('Worldwide_YoY_lag12'와 corr=0.934)
Asia_Pacific_YoY_ma3,,,,0.3956321362808342,True,False,다중공선성 제거 ('Asia_Pacific_YoY'와 corr=0.943)
Asia_Pacific_YoY_ma6,,,,0.22378170892538557,True,False,다중공선성 제거 ('Worldwide_YoY_ma3'와 corr=0.926)
Asia_Pacific_YoY_ma12,,,,0.0824233288218923,True,False,다중공선성 제거 ('Worldwide_YoY_ma12'와 corr=0.938)
Asia_Pacific_YoY_vol6,,,,0.10820650317286926,True,False,다중공선성 제거 ('Worldwide_YoY_vol6'와 corr=0.901)
Worldwide_YoY,,,,0.4576658545969407,True,False,다중공선성 제거 ('Asia_Pacific_YoY'와 corr=0.936)
Worldwide_YoY_lag6,,,,0.224440803580226,True,False,다중공선성 제거 ('Americas_YoY_lag6'와 corr=0.904)
Worldwide_YoY_ma6,,,,0.15080888522133912,True,False,다중공선성 제거 ('Worldwide_YoY_ma3'와 corr=0.948)
Worldwide_YoY_momentum_3_12,,,,0.3172888615214069,True,False,다중공선성 제거 ('Asia_Pacific_YoY_momentum_3_12'와 corr=0.945)
Worldwide_YoY_vs_ma24,,,,0.403631767646847,True,False,다중공선성 제거 ('Americas_YoY_vs_ma24'와 corr=0.925)
FRED_SemiProd_YoY_ma3,,,,0.0255078811187078,True,False,다중공선성 제거 ('FRED_SemiProd_YoY'와 corr=0.986)
FRED_SemiProd_YoY_ma6,,,,0.06546959428782446,True,False,다중공선성 제거 ('FRED_SemiProd_YoY'와 corr=0.937)
FRED_T10Y2Y,,,,0.17149493884984193,True,False,다중공선성 제거 ('T10Y3M'와 corr=0.917)
FRED_T10Y2Y_lag6,,,,0.220139098279789,True,False,다중공선성 제거 ('T10Y3M_lag6'와 corr=0.914)
FRED_T10Y2Y_lag12,,,,0.14779017460397859,True,False,다중공선성 제거 ('T10Y3M_lag12'와 corr=0.912)
FRED_IndProd_YoY_ma3,,,,0.027624120156283915,True,False,다중공선성 제거 ('FRED_IndProd_YoY'와 corr=0.958)
FRED_PCE_Core_YoY,,,,0.18863552544757808,True,False,다중공선성 제거 ('FRED_PCE_Core_YoY_ma3'와 corr=0.976)
FRED_PCE_Core_YoY_ma6,,,,0.27517883436825435,True,False,다중공선성 제거 ('FRED_PCE_Core_YoY_lag6'와 corr=0.945)
FRED_MfgEmp_YoY,,,,0.2316615321928961,True,False,다중공선성 제거 ('FRED_MfgEmp_YoY_ma3'와 corr=0.979)
FRED_MfgEmp_YoY_ma3,,,,0.2769232426510647,True,False,다중공선성 제거 ('FRED_MfgEmp_YoY_ma6'와 corr=0.978)
FRED_ConsSenti_YoY,,,,0.37305559751894596,True,False,다중공선성 제거 ('FRED_ConsSenti_YoY_ma3'와 corr=0.908)
FRED_ConsSenti_YoY_ma6,,,,0.3244479646565256,True,False,다중공선성 제거 ('FRED_ConsSenti_YoY_ma3'와 corr=0.917)
FRED_NewOrder_YoY_ma3,,,,0.03539067776574136,True,False,다중공선성 제거 ('FRED_NewOrder_YoY'와 corr=0.950)
FedFunds,,,,0.06172757587731053,True,False,다중공선성 제거 ('FedFunds_lag6'와 corr=0.921)
FedFunds_lag6,,,,0.1409806077342565,True,False,다중공선성 제거 ('FedFunds_lag12'와 corr=0.904)
